,id_nombre,nombre,id_ciudad,ciudad,categories,analisis_sentimientos,puntuacion_usuarios,anio,Good_Punctuation
3059,e61a,House of Mama D's Barbecue And Seafood,9EV3,San Petersburgo,"Barbeque, Seafood, Restaurants",1.0,4.1,2019,True
3060,e64f,McAuley's Pub,9EV3,San Petersburgo,"Bars, Restaurants, Sports Bars, American (Traditional), Beer Bar, Pubs, Sandwiches, Nightlife",1.0,2.5,2019,False
3068,e6d5,Urban Comfort,9EV3,San Petersburgo,"Comfort Food, Restaurants, Event Planning & Services, Caterers, Food, Breweries, Southern",1.0,4.0,2019,True
3092,e8de,Publix Super Market,9EV3,San Petersburgo,"Food, Delis, Grocery, Restaurants",1.0,1.5,2019,False
3098,e96c,Cheesesteak Company,9EV3,San Petersburgo,"Cheesesteaks, Restaurants",1.0,3.5,2019,False
3103,e9bf,Fabrica Pizza,9EV3,San Petersburgo,"Restaurants, Salad, Pizza, Italian",1.0,4.4,2019,True
3107,e9f4,The Burg Diner,9EV3,San Petersburgo,"Diners, Restaurants",1.0,4.1,2019,True
3125,eb48,O' Bistro,9EV3,San Petersburgo,"American (New), Restaurants",1.0,4.4,2019,True
3126,eb75,Pizza@ Tyrone Square,9EV3,San Petersburgo,"Pizza, Restaurants, Fast Food",1.0,4.0,2019,True
3130,ec09,oh Greek,9EV3,San Petersburgo,"Restaurants, Greek",1.0,3.2,2019,False
3141,ecb6,IceBurg,9EV3,San Petersburgo,"Food, Ice Cream & Frozen Yogurt, Cafes, Acai Bowls, Restaurants, Desserts",1.0,4.2,2019,True
3178,ef0b,Perry's Restaurant,9EV3,San Petersburgo,"Italian, Restaurants, Pizza, Greek",1.0,4.6,2019,True
3205,f155,Museum of Fine Arts,9EV3,San Petersburgo,"Art Museums, Arts & Entertainment, Museums, Restaurants",1.0,4.3,2019,True
3214,f215,Little Caesars,9EV3,San Petersburgo,"Pizza, Restaurants",1.0,3.2,2019,False
3255,f68f,Corned Beef Corner,9EV3,San Petersburgo,"Burgers, Delis, Diners, Restaurants, Coffee & Tea, Food, American (Traditional)",1.0,3.7,2019,False
3292,f992,Blake's Crab Cakes,9EV3,San Petersburgo,"Fast Food, Restaurants, American (Traditional), Sandwiches, Salad, Seafood, Chicken Wings, Food, Specialty Food",1.0,4.5,2019,True
3295,f9d1,Annex,9EV3,San Petersburgo,"Restaurants, Convenience Stores, Breakfast & Brunch, Cafes, Themed Cafes, Food",1.0,4.3,2019,True
3297,f9e5,Publix,9EV3,San Petersburgo,"Shopping, Food, Delis, Grocery, Drugstores, Restaurants",1.0,3.1,2019,False
3308,faa0,Bandit Coffee Co.,9EV3,San Petersburgo,"Coffee & Tea, Bakeries, Food, Cafes, Restaurants, Breakfast & Brunch",1.0,4.4,2019,True
3333,fc46,Nepa Hut Beach Bar,9EV3,San Petersburgo,"Event Planning & Services, Hotels, Bars, Hotels & Travel, Restaurants, Nightlife",1.0,3.8,2019,False
3340,fcb5,The Birch & Vine,9EV3,San Petersburgo,"Local Flavor, Wine Bars, Bars, Hotels, Specialty Food, American (New), Nightlife, Food, Restaurants, Hotels & Travel, Event Planning & Services",1.0,3.3,2019,False
3356,fe11,Lucky's Market,9EV3,San Petersburgo,"Food, Shopping, Health Markets, Delis, Grocery, Specialty Food, Restaurants",1.0,3.8,2019,False
3367,feb8,Boss Ross BBQ,9EV3,San Petersburgo,"Restaurants, Food, Food Trucks, Barbeque",1.0,5.0,2019,True
6,0038,Old Southeast Market,9EV3,San Petersburgo,"Local Services, Food, Restaurants, Convenience Stores, Grocery, Delis, Propane, Specialty Food, Coffee & Tea, Poke",1.0,4.9,2020,True
21,010a,Plant Love Ice Cream,9EV3,San Petersburgo,"Desserts, Food, Ice Cream & Frozen Yogurt, Restaurants, Vegan",1.0,4.5,2020,True
22,0124,Chopstick Express,9EV3,San Petersburgo,"Restaurants, Japanese, Chinese, Soup",1.0,4.2,2020,True
38,0261,Tsunami Japanese Steakhouse,9EV3,San Petersburgo,"Steakhouses, Restaurants, Sushi Bars, Japanese",1.0,2.2,2020,False
40,026a,Callaloo,9EV3,San Petersburgo,"Restaurants, Bars, Southern, Nightlife, Caribbean, Cocktail Bars",1.0,4.0,2020,True
43,02a4,Lanna Thai and Sushi Restaurant,9EV3,San Petersburgo,"Thai, Restaurants",1.0,4.2,2020,True
51,037c,Jungle Prada Tavern,9EV3,San Petersburgo,"Salad, Bars, Pubs, Food, Restaurants, Pizza, Nightlife",1.0,2.6,2020,False
62,03ff,The Moon Under Water,9EV3,San Petersburgo,"Nightlife, British, Pubs, Bars, Indian, Restaurants",1.0,3.8,2020,False
65,0449,Mid Peninsula Seafood,9EV3,San Petersburgo,"Restaurants, Seafood Markets, Food, Seafood, Specialty Food, Local Flavor",1.0,3.9,2020,False
72,04d8,Slizzy Mcgee's,9EV3,San Petersburgo,"Nightlife, Pubs, Bars, Sports Bars, Chicken Wings, Barbeque, Restaurants",0.5,2.2,2020,False
73,04db,Central Coffee Shoppe,9EV3,San Petersburgo,"Breakfast & Brunch, Restaurants, Sandwiches, American (Traditional)",1.0,4.0,2020,True
79,0520,Chief's Creole Cafe,9EV3,San Petersburgo,"Cajun/Creole, Caterers, Event Planning & Services, Restaurants, Seafood, Comfort Food, Barbeque",1.0,4.6,2020,True
114,078f,Rays Vegan Soul,9EV3,San Petersburgo,"Soul Food, Southern, Vegan, Restaurants",1.0,4.4,2020,True
117,07b3,The Chattaway,9EV3,San Petersburgo,"Restaurants, Venues & Event Spaces, Burgers, Event Planning & Services, American (Traditional)",1.0,3.9,2020,False
128,0888,Sunrise Lanes,9EV3,San Petersburgo,"Bars, American (Traditional), Venues & Event Spaces, Bowling, Event Planning & Services, Nightlife, Lounges, Restaurants, Active Life",1.0,5.0,2020,True
132,08ac,4th Street Shrimp Store,9EV3,San Petersburgo,"Restaurants, Nightlife, Burgers, Beer Bar, Bars, Seafood",1.0,3.9,2020,False
149,0970,Central Pizza & Subs,9EV3,San Petersburgo,"Pizza, Food Delivery Services, Food, Restaurants",1.0,4.0,2020,True
153,09a2,Bula Kafe,9EV3,San Petersburgo,"Nightlife, Lounges, Coffee & Tea, Cafes, Bars, Restaurants, Food",1.0,4.3,2020,True
155,09b6,Berry Boss Acai,9EV3,San Petersburgo,"Juice Bars & Smoothies, Coffee & Tea, Acai Bowls, Food, Restaurants, Vegan",1.0,5.0,2020,True
159,09f6,Lolita's Wine Market,9EV3,San Petersburgo,"Bars, Restaurants, Nightlife, Wine Bars, Breakfast & Brunch, American (Traditional), Tapas/Small Plates",1.0,4.8,2020,True
167,0a9a,Neighborhood Joe,9EV3,San Petersburgo,"Vegan, Food, Coffee & Tea, Restaurants, Sandwiches, Kombucha, Breakfast & Brunch",1.0,5.0,2020,True
172,0ae3,Harold Seltzer's Steak House,9EV3,San Petersburgo,"Restaurants, Steakhouses, American (Traditional), Seafood",1.0,3.9,2020,False
218,0e4b,Italia Mia,9EV3,San Petersburgo,"Pizza, Italian, Restaurants",1.0,3.7,2020,False
225,0ec9,Johnny's Mediterranean Pizza & Restaurant,9EV3,San Petersburgo,"Automotive, Gas Stations, Breakfast & Brunch, American (Traditional), Pizza, Restaurants",1.0,5.0,2020,True
235,0fa7,Kings Fried Chicken,9EV3,San Petersburgo,"Restaurants, Chicken Shop, American (Traditional), Fast Food, Seafood",1.0,3.4,2020,False
249,1148,Paul's Chicago Pizza,9EV3,San Petersburgo,"Pizza, Restaurants, Italian",1.0,4.1,2020,True
274,1305,Ryan's Meat Market & Deli,9EV3,San Petersburgo,"Meat Shops, Specialty Food, Food, Restaurants, Delis",1.0,3.4,2020,False
288,1403,Bayway Country Store and Butcher Shop,9EV3,San Petersburgo,"Convenience Stores, Butcher, Food, Beer, Wine & Spirits, Delis, Restaurants",1.0,4.4,2020,True
292,1442,Dooriban,9EV3,San Petersburgo,"Restaurants, Korean",1.0,4.7,2020,True
303,1523,New China,9EV3,San Petersburgo,"Chinese, Restaurants",1.0,3.6,2020,False
320,1651,Lorene's Fish & Crab House,9EV3,San Petersburgo,"Seafood, Restaurants",1.0,4.8,2020,True
324,16ab,Brick & Mortar,9EV3,San Petersburgo,"Nightlife, Bars, American (New), Restaurants, Wine Bars",1.0,4.3,2020,True
337,1765,Nueva Cantina,9EV3,San Petersburgo,"Restaurants, Nightlife, Cocktail Bars, Latin American, Breakfast & Brunch, Bars, Mexican, Lounges",1.0,3.8,2020,False
338,177c,Craft Kafe,9EV3,San Petersburgo,"Restaurants, Gluten-Free, Coffee & Tea, Food, Bakeries",1.0,4.3,2020,True
373,19cd,Fresco's Waterfront Bistro,9EV3,San Petersburgo,"Nightlife, Restaurants, Seafood, Bistros, American (Traditional), Bars",1.0,4.0,2020,True
388,1aa3,The Lure,9EV3,San Petersburgo,"Bars, Pool Halls, Sushi Bars, Restaurants, Nightlife, Tapas Bars",1.0,4.0,2020,True
389,1aad,Ikigai Sushi Bowls and Wraps,9EV3,San Petersburgo,"Asian Fusion, Sushi Bars, Poke, Restaurants, Food, Food Trucks, Japanese",1.0,4.4,2020,True
391,1ac8,Ichicoro Ane,9EV3,San Petersburgo,"Ramen, Restaurants, Tapas/Small Plates, Nightlife, Japanese, Bars, Cocktail Bars",1.0,4.3,2020,True
403,1c0c,Great Wall,9EV3,San Petersburgo,"Chinese, Seafood, Restaurants, Soup",1.0,2.5,2020,False
410,1cd1,Spice Routes,9EV3,San Petersburgo,"Restaurants, Sandwiches, Mediterranean, Middle Eastern, Soup",1.0,5.0,2020,True
418,1d5c,Publix - Saint Petersburg,9EV3,San Petersburgo,"Specialty Food, Delis, Food, Meat Shops, Restaurants, Grocery",1.0,3.4,2020,False
433,1e04,Central Melt,9EV3,San Petersburgo,"Restaurants, Soup, Sandwiches, Comfort Food, American (Traditional)",1.0,4.3,2020,True
464,1ff2,Flatbread & Butter,9EV3,San Petersburgo,"Bakeries, Breakfast & Brunch, Cafes, Food, Coffee & Tea, Restaurants",1.0,3.3,2020,False
469,204d,Williams Sub Shop,9EV3,San Petersburgo,"Restaurants, Sandwiches",1.0,4.5,2020,True
486,21e9,Toby's Original Little Italy Pizza,9EV3,San Petersburgo,"Italian, Pizza, Restaurants",1.0,3.8,2020,False
487,21ed,FarmTable Cucina,9EV3,San Petersburgo,"Juice Bars & Smoothies, Food, Restaurants, Italian, Cocktail Bars, American (New), Local Flavor, Venues & Event Spaces, Wine Bars, Event Planning & Services, Nightlife, Breakfast & Brunch, Bars",1.0,4.0,2020,True
494,2260,The Wheelhouse,9EV3,San Petersburgo,"Nightlife, Bars, Beer Bar, American (New), Pubs, Restaurants",1.0,4.6,2020,True
495,2287,Ferg's Sports Bar & Grill,9EV3,San Petersburgo,"Restaurants, Nightlife, American (Traditional), Bars, Sports Bars",1.0,3.4,2020,False
528,2538,Urban Creamery,9EV3,San Petersburgo,"Waffles, Restaurants, Desserts, Ice Cream & Frozen Yogurt, Food",1.0,3.7,2020,False
529,2547,Buffalo City Bar & Grille,9EV3,San Petersburgo,"Nightlife, Sports Bars, Bars, Restaurants, Dive Bars, American (Traditional)",1.0,2.9,2020,False
582,29cc,Sam's Gyros and Seafood,9EV3,San Petersburgo,"Food, Seafood, Restaurants, Desserts, Mediterranean, Cajun/Creole, Sandwiches",1.0,5.0,2020,True
584,29f0,Stacie's Cottage Cafe,9EV3,San Petersburgo,"Coffee & Tea, Cafes, Breakfast & Brunch, Restaurants, Sandwiches, Food",1.0,3.6,2020,False
615,2cbd,Curious Cat Bakery,9EV3,San Petersburgo,"Bakeries, Food, Patisserie/Cake Shop, Restaurants, Event Planning & Services, Vegan, Caterers",1.0,5.0,2020,True
634,2e19,A Fresh Connection Cafe and Bakery,9EV3,San Petersburgo,"Cafes, Coffee & Tea, Bakeries, Restaurants, Food",1.0,4.9,2020,True
670,3156,Mad Fish,9EV3,San Petersburgo,"Restaurants, American (Traditional), Steakhouses, Seafood",1.0,3.9,2020,False
688,325a,"Westshore Pizza Southside, Inc",9EV3,San Petersburgo,"Restaurants, Pizza",1.0,2.0,2020,False
696,32a5,Hawthorne Bottle Shoppe,9EV3,San Petersburgo,"Delis, Restaurants, Nightlife, Wine Bars, Bars, Beer Bar, Breakfast & Brunch",1.0,5.0,2020,True
740,359a,Kalina's Coffee & European Food,9EV3,San Petersburgo,"Restaurants, Delis, Modern European, Coffee & Tea, Food",1.0,5.0,2020,True
756,36af,Asian Wok,9EV3,San Petersburgo,"Restaurants, Chinese",1.0,4.4,2020,True
764,37d2,Mastry's,9EV3,San Petersburgo,"Bars, Restaurants, Nightlife, American (Traditional)",0.5,4.0,2020,True
766,37dd,Pineapple Espresso,9EV3,San Petersburgo,"Coffee & Tea, Food, Breakfast & Brunch, Restaurants, Fast Food",1.0,4.7,2020,True
780,3891,Romano's Macaroni Grill,9EV3,San Petersburgo,"Restaurants, Italian",1.0,3.0,2020,False
782,389f,Stillwaters Tavern,9EV3,San Petersburgo,"Bars, American (New), Restaurants, Food, Nightlife, American (Traditional), Seafood",1.0,4.0,2020,True
805,3aae,The Galley,9EV3,San Petersburgo,"Seafood, Breakfast & Brunch, Beer Bar, Gastropubs, Cocktail Bars, Restaurants, Pubs, Bars, Nightlife",1.0,3.9,2020,False
815,3b7a,Flute and Dram,9EV3,San Petersburgo,"Bars, Champagne Bars, Russian, Whiskey Bars, Restaurants, Nightlife",1.0,3.9,2020,False
872,4068,The Joint St. Pete,9EV3,San Petersburgo,"Bars, Sports Bars, Restaurants, Burgers, Dive Bars, Nightlife",1.0,4.1,2020,True
876,40a9,Trophy Fish,9EV3,San Petersburgo,"Nightlife, Bars, Seafood, Restaurants",1.0,3.8,2020,False
888,41bd,The Burg Bar & Grill,9EV3,San Petersburgo,"American (New), Nightlife, Restaurants, Bars, Food, Beer, Wine & Spirits, American (Traditional)",1.0,4.2,2020,True
892,4242,Sushi Rock Grill,9EV3,San Petersburgo,"Restaurants, Sushi Bars",1.0,4.1,2020,True
933,458d,Zaytoon Grill,9EV3,San Petersburgo,"Mediterranean, Restaurants",1.0,3.5,2020,False
952,46ad,Smiley's Deli,9EV3,San Petersburgo,"Delis, Specialty Food, Restaurants, Food, Ethnic Food, Desserts, Latin American, Sandwiches",1.0,4.0,2020,True
953,46b7,Cafe Mozart,9EV3,San Petersburgo,"Food, Restaurants, Bakeries, Cafes",1.0,3.0,2020,False
961,4750,Spring Garden Family Restaurant,9EV3,San Petersburgo,"Restaurants, American (New), Comfort Food, Breakfast & Brunch",1.0,4.8,2020,True
965,4781,ASIE Pan-Asian,9EV3,San Petersburgo,"Asian Fusion, Cocktail Bars, Bars, Restaurants, Sushi Bars, Nightlife, Pan Asian",1.0,1.0,2020,False
968,47dd,Oishi,9EV3,San Petersburgo,"Sushi Bars, Japanese, Steakhouses, Restaurants",1.0,3.0,2020,False
1002,4b33,Serbian Mediteran Restaurant,9EV3,San Petersburgo,"Restaurants, Fast Food, Mediterranean",1.0,5.0,2020,True
1012,4bde,Mazzaro's Italian Market,9EV3,San Petersburgo,"Specialty Food, Delis, Coffee Roasteries, Butcher, Meat Shops, Food, Restaurants, Grocery, Italian",1.0,4.6,2020,True
1059,4fff,Sunset Grille,9EV3,San Petersburgo,"American (Traditional), Restaurants, Burgers",1.0,4.6,2020,True
1084,5183,Mini Restaurant,9EV3,San Petersburgo,"Restaurants, Live/Raw Food, Chinese, Cajun/Creole, Seafood",1.0,5.0,2020,True
1117,53e7,Skyway Jack's,9EV3,San Petersburgo,"Breakfast & Brunch, Restaurants",1.0,4.3,2020,True
1138,55ab,Chicago Deli,9EV3,San Petersburgo,"Restaurants, Delis",1.0,3.0,2020,False
1151,5687,Berlins Doener,9EV3,San Petersburgo,"Restaurants, Kebab, German",1.0,4.0,2020,True
1155,5713,Cobbster's Kitchen & Bar,9EV3,San Petersburgo,"Restaurants, Dinner Theater, Burgers, Pizza",1.0,5.0,2020,True
1166,5814,St. Petersburg's Super Greek Festival,9EV3,San Petersburgo,"Greek, Arts & Entertainment, Festivals, Restaurants",1.0,4.6,2020,True
1201,5a2b,PoFolks,9EV3,San Petersburgo,"American (Traditional), Restaurants, American (New), Southern",1.0,3.9,2020,False
1218,5b58,Simply Delicious - Country Market & Deli,9EV3,San Petersburgo,"Restaurants, Delis, Cuban, Sandwiches, Spanish",1.0,4.8,2020,True
1225,5bc8,Pasadena Bar & Grill,9EV3,San Petersburgo,"American (Traditional), Restaurants, Sandwiches, Breakfast & Brunch",1.0,5.0,2020,True
1233,5c52,Thai Wok,9EV3,San Petersburgo,"Thai, Restaurants",1.0,4.7,2020,True
1246,5d72,Brass Bowl Kitchen & Juicery,9EV3,San Petersburgo,"Acai Bowls, Juice Bars & Smoothies, Restaurants, American (New), Gluten-Free, Food",1.0,4.3,2020,True
1260,5e6c,Red’s BBQ Foodtruck,9EV3,San Petersburgo,"Food Trucks, Food, American (New), Restaurants, Barbeque",1.0,4.6,2020,True
1267,5ed9,Dr. BBQ,9EV3,San Petersburgo,"Restaurants, Wine Bars, Southern, Barbeque, Cocktail Bars, Bars, Nightlife, American (Traditional), Breakfast & Brunch, Comfort Food",1.0,4.1,2020,True
1280,5fdb,Renzo's - Saint Petersburg,9EV3,San Petersburgo,"Nightlife, Restaurants, Wine Bars, Argentine, Steakhouses, Bars",1.0,4.0,2020,True
1298,6128,Pizza Box,9EV3,San Petersburgo,"American (New), Pizza, Restaurants, Local Flavor, Vegetarian",1.0,4.2,2020,True
1303,6164,Datz - St. Pete,9EV3,San Petersburgo,"Breakfast & Brunch, American (Traditional), Gastropubs, Restaurants",1.0,4.1,2020,True
1306,61ba,Doe Doe's Diner,9EV3,San Petersburgo,"Coffee & Tea, Breakfast & Brunch, Restaurants, Food",1.0,3.8,2020,False
1313,622f,The Big Catch at Salt Creek,9EV3,San Petersburgo,"Bars, Cocktail Bars, Nightlife, Seafood, Restaurants",1.0,4.1,2020,True
1316,6252,Parkshore Grill,9EV3,San Petersburgo,"Caterers, American (New), Food, Seafood, American (Traditional), Restaurants, Event Planning & Services, Steakhouses",1.0,4.5,2020,True
1324,62c3,Mario's NY Pizza,9EV3,San Petersburgo,"Restaurants, Pizza",1.0,4.0,2020,True
1351,6564,Pipo's To Go,9EV3,San Petersburgo,"Cuban, Restaurants, Sandwiches, Breakfast & Brunch",1.0,1.0,2020,False
1362,6607,Southside Coffee,9EV3,San Petersburgo,"Coffee & Tea, Cafes, Food, Restaurants",1.0,4.6,2020,True
1364,6655,Kahwa Coffee,9EV3,San Petersburgo,"Desserts, Food, Coffee & Tea, Sandwiches, Restaurants",1.0,4.0,2020,True
1366,6675,Oak & Stone - St. Petersburg,9EV3,San Petersburgo,"Restaurants, Bars, Beer Bar, American (Traditional), Pizza, Nightlife",1.0,4.1,2020,True
1371,66e0,The Melting Pot,9EV3,San Petersburgo,"American (New), Fondue, Gluten-Free, Restaurants, Salad",1.0,4.1,2020,True
1384,6806,Engine No 9,9EV3,San Petersburgo,"American (Traditional), Food, Burgers, Nightlife, Food Delivery Services, Sports Bars, Cajun/Creole, Bars, Restaurants, American (New), Pubs",1.0,4.6,2020,True
1385,6810,Banyan Cafe And Catering,9EV3,San Petersburgo,"Cafes, Food, Caterers, Coffee & Tea, Event Planning & Services, Restaurants, Sandwiches, Breakfast & Brunch",1.0,4.1,2020,True
1412,6a7c,Room 901,9EV3,San Petersburgo,"Whiskey Bars, Wine Bars, Restaurants, Bars, American (Traditional), Beer Bar, Pubs, Nightlife",1.0,4.4,2020,True
1418,6af8,Dairy Inn,9EV3,San Petersburgo,"Restaurants, Ice Cream & Frozen Yogurt, Chicken Wings, Food, Sandwiches, Hot Dogs, Comfort Food, Burgers",1.0,4.5,2020,True
1441,6c1b,Athenian Garden,9EV3,San Petersburgo,"Greek, Restaurants",1.0,3.5,2020,False
1449,6cc4,The Queenshead Eurobar,9EV3,San Petersburgo,"Bars, British, Breakfast & Brunch, Nightlife, Pubs, American (Traditional), Gastropubs, Restaurants",1.0,4.0,2020,True
1462,6d92,Paisano's Pizza N Pasta,9EV3,San Petersburgo,"Restaurants, Nightlife, Bars, Pizza, Italian",1.0,2.9,2020,False
1465,6db2,Beau & Mo's Italian Eating House,9EV3,San Petersburgo,"Steakhouses, Restaurants, American (New), Italian",1.0,4.4,2020,True
1477,6e5a,Gyros & Seafood Express,9EV3,San Petersburgo,"Restaurants, Seafood, Greek, Chicken Wings",1.0,3.7,2020,False
1481,6e93,Courigan's Irish Pub,9EV3,San Petersburgo,"Bars, Restaurants, Pubs, Irish, Nightlife, Irish Pub, Sports Bars",1.0,4.0,2020,True
1507,713a,Cali - Saint Petersburg,9EV3,San Petersburgo,"Restaurants, Wraps, Juice Bars & Smoothies, Food, American (New), Mediterranean, Breakfast & Brunch, Gluten-Free, Pizza",1.0,4.4,2020,True
1509,7141,Crafty Squirrel,9EV3,San Petersburgo,"Nightlife, Sports Bars, Pizza, Bars, Chicken Wings, Restaurants",1.0,4.1,2020,True
1512,71b5,Ichiban Japanese Restaurant & Sushi Bar,9EV3,San Petersburgo,"Sushi Bars, Japanese, Restaurants, Thai",1.0,4.1,2020,True
1528,72cb,Baseline Bistro,9EV3,San Petersburgo,"Mediterranean, Restaurants, Pizza, American (New), Sandwiches",1.0,5.0,2020,True
1569,75bd,China Crossings,9EV3,San Petersburgo,"Restaurants, Chinese",1.0,3.0,2020,False
1572,7609,Paulo's Pizza,9EV3,San Petersburgo,"Restaurants, Pizza",1.0,3.8,2020,False
1576,765c,Alésia Restaurant,9EV3,San Petersburgo,"Restaurants, Vietnamese, French, Chinese",1.0,4.5,2020,True
1599,786a,Big Apple Buffet 2,9EV3,San Petersburgo,"Buffets, Restaurants",0.5,2.0,2020,False
1618,79f9,Leafy Greens Cafe,9EV3,San Petersburgo,"Soup, Gluten-Free, Breakfast & Brunch, Vegetarian, Vegan, Restaurants",1.0,4.0,2020,True
1669,7e22,The Avenue DTSP,9EV3,San Petersburgo,"Dive Bars, Burgers, Cocktail Bars, American (Traditional), American (New), Bars, Restaurants, Nightlife",1.0,3.0,2020,False
1672,7e4a,Cafe Masala,9EV3,San Petersburgo,"Indian, Restaurants, Food, Specialty Food",1.0,4.6,2020,True
1709,815b,Alto Mare Fish Bar,9EV3,San Petersburgo,"Restaurants, Seafood",1.0,4.3,2020,True
1720,823d,The Deck Bar & Grille,9EV3,San Petersburgo,"Restaurants, Bars, American (New), Nightlife, American (Traditional), Pubs",1.0,3.2,2020,False
1721,8265,Sushi Sho Rexley,9EV3,San Petersburgo,"Restaurants, Sushi Bars",1.0,4.6,2020,True
1765,8635,Luckie B's,9EV3,San Petersburgo,"Barbeque, Restaurants",1.0,2.4,2020,False
1768,8648,Mori Sushi,9EV3,San Petersburgo,"Japanese, Restaurants, Sushi Bars, Steakhouses",1.0,3.7,2020,False
1769,8671,Umami Sushi. Hibachi,9EV3,San Petersburgo,"Sushi Bars, Nightlife, Restaurants, Cocktail Bars, Japanese, Asian Fusion, Bars",1.0,4.3,2020,True
1785,8803,Crab Shack Restaurant,9EV3,San Petersburgo,"Seafood, Restaurants",1.0,4.1,2020,True
1792,885f,Thirsty First,9EV3,San Petersburgo,"Breakfast & Brunch, Nightlife, Restaurants, Gastropubs, American (Traditional), Bars",1.0,4.5,2020,True
1794,8880,Cool Vibes Bar & Grill,9EV3,San Petersburgo,"Sushi Bars, Nightlife, Bars, Restaurants, Beer Bar",1.0,2.0,2020,False
1799,88b9,Trader Joe's,9EV3,San Petersburgo,"Beer, Wine & Spirits, Florists, Grocery, Vegan, Flowers & Gifts, Kosher, Restaurants, Specialty Food, Shopping, Food",1.0,4.1,2020,True
1829,8ad7,Stone Soup Cafe,9EV3,San Petersburgo,"Nightlife, Sandwiches, Soup, Salad, Restaurants, Bars, Food, Beer Bar, Pubs, Beer, Wine & Spirits, British",1.0,4.5,2020,True
1836,8b45,Brew D Licious,9EV3,San Petersburgo,"Local Flavor, Cafes, Coffee & Tea, Restaurants, Food",1.0,5.0,2020,True
1845,8bf0,Cedars Grill,9EV3,San Petersburgo,"Restaurants, Mediterranean",1.0,4.0,2020,True
1892,8efb,InVision Creative Cafe,9EV3,San Petersburgo,"Nightlife, Restaurants, Audio/Visual Equipment Rental, Arts & Entertainment, Shared Office Spaces, Music Venues, Party Equipment Rentals, Food, Real Estate, Coffee & Tea, Event Planning & Services, Home Services, Cafes",1.0,5.0,2020,True
