id_centros_hosteleria,centros_hosteleria,direccion,id_condado,condado,codigo_postal_condado,latitud_condado,longitud_condado,id_ciudad,ciudad,codigo_postal_ciudad,latitud_ciudad,longitud_ciudad,estado,categorias,puntuacion_usuarios,analisis_sentimientos,anio
URNLT,AC Hotel by Marriott Tampa Airport,4020 West Boy Scout Boulevard,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Venues & Event Spaces, Hotels, Event Planning & Services, Hotels & Travel",4.5,positivo,2020
VHPL8,Budget,5405 Airport Service Rd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Car Rental, Hotels & Travel",1.5,negativo,2020
XFZOS,Cell Phone Waiting Lot - TPA,5302 Economy Parking Rd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Parking, Automotive, Hotels & Travel, Airports",4.5,positivo,2020
027ZY,"Floridan Palace Hotel, BW Premier Collection",905 N Florida Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Contractors, Home Services, Event Planning & Services, Piano Bars, Hotels & Travel, American (Traditional), Wedding Planning, Nightlife, Hotels, Local Flavor, Venues & Event Spaces, Greek, Restaurants",3,positivo,2020
NWQSL,Florida Currency Exchange,250 Westshore Blvd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Financial Services, Currency Exchange, Travel Services, Banks & Credit Unions, Hotels & Travel",4,positivo,2020
ZS45T,Clearwater Beach Marriott Suites on Sand Key,1201 Gulf Boulevard,O4uN,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,EXHF,Clearwater Beach,33767,27.972065,-82.8285877,Florida,"Hotels, Hotels & Travel, Event Planning & Services, Venues & Event Spaces",3.5,positivo,2020
838KU,Alamo Rent A Car,5405 Airport Service Rd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Car Rental, Hotels & Travel",3.5,positivo,2020
21OAF,Clearwater Beach Jet Ski Rentals,401 E Shore Dr,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Event Planning & Services, Active Life, Ski Resorts, Hotels, Jet Skis, Hotels & Travel",4.5,positivo,2020
3CQ1U,Albert Whitted Municipal Airport,107 8th Ave SE,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Hotels & Travel, Airports",4.5,positivo,2020
BKFYJ,Clearwater Beach Hotel,504 S Gulfview Blvd,O4uN,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,EXHF,Clearwater Beach,33767,27.972065,-82.8285877,Florida,"Hotels, Event Planning & Services, Hotels & Travel",3,negativo,2020
6E4EN,Clarion Inn And Conference Center Tampa-Brandon,9331 E Adamo Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Hotels, Hotels & Travel",3.5,positivo,2020
K7GM2,Clarion Inn & Suites Central Clearwater Beach,20967 US 19 N,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Event Planning & Services, Hotels, Hotels & Travel",2,positivo,2020
HQL9W,Cigar City Brewing,3924 W Spruce St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Tours, Food, Wine Tours, Arts & Entertainment, Hotels & Travel, Breweries, Wineries, Wine Tasting Room",4.5,positivo,2020
2J38F,Centennial Park Trolley Station,8th Ave & 16th St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Train Stations, Hotels & Travel",4,positivo,2020
FFOXV,Cottages of Clearwater Beach,644 Mandalay Ave,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Event Planning & Services, Vacation Rentals, Hotels, Hotels & Travel",3.5,positivo,2020
FVEE6,Country Inn & Suites Radisson,11551 Discovery Ln,AiDA,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,JIN0,Seffner,33584,27.9836329,-82.2756468,Florida,"Hotels & Travel, Hotels, Event Planning & Services",3.5,positivo,2020
SQ0PD,Clearwater Beach Scooter and Bike Rentals,"619 S Gulfview Blvd, Ste G",UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Active Life, Bike Rentals, Beaches, Bikes, Rafting/Kayaking, Hotels & Travel, Motorcycle Rental, Paddleboarding, Automotive, Hot Air Balloons, Shopping, Boating, Parasailing, Sporting Goods, Motorcycle Dealers, Jet Skis",3.5,positivo,2020
GAFAR,Dayton Andrews Chrysler Jeep Dodge - Clearwater,2388 Gulf To Bay Blvd,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Car Rental, Auto Repair, Hotels & Travel, Car Dealers, Automotive, Auto Parts & Supplies, Body Shops",2.5,positivo,2020
ZX08O,Bayside Limos of Florida,Null,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Limos, Party & Event Planning, Event Planning & Services, Travel Services, Transportation, Hotels & Travel, Party Bus Rentals, Airport Shuttles",4.5,positivo,2020
6IXLB,Aloft Tampa Downtown,100 West Kennedy Boulevard,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Venues & Event Spaces, Event Planning & Services, Hotels, Hotels & Travel",3.5,positivo,2020
O4QOZ,American Victory Ship & Museum,705 Channelside Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Historical Tours, Tours, Hotels & Travel, Arts & Entertainment, Museums",4.5,positivo,2020
54PE6,Angler's Cove Condominum Associates,17450 Gulf Blvd,wTq2,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,fkjQ,Redington Shores,33708,27.8261357,-82.8289923,Florida,"Condominiums, Home Services, Hotels & Travel, Real Estate, Vacation Rentals",4,positivo,2020
A0P77,Aspirations Winery,22041 US Hwy 19 N,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Arts & Entertainment, Hotels & Travel, Local Flavor, Tours, Wineries, Wine Tours, Food, Tasting Classes, Wine Tasting Classes, Education",5,positivo,2020
SJPYD,Avalon Inn,443 4th Ave N,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Hotels, Event Planning & Services, Hotels & Travel",4.5,positivo,2020
FIIEA,Crowne Plaza Tampa Westshore,5303 W Kennedy Blvd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Venues & Event Spaces, Hotels, Event Planning & Services",3,negativo,2020
4LG6G,Days Inn by Wyndham St. Petersburg / Tampa Bay Area,5005 34th St N,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Hotels & Travel, Hotels, Event Planning & Services",2,positivo,2020
HJDRO,Days Inn by Wyndham Clearwater/Central,2940 Gulf To Bay Blvd,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Hotels, Event Planning & Services, Hotels & Travel",1.5,positivo,2020
GX4HA,Days Inn & Suites by Wyndham Tampa near Ybor City,2905 North 50th Street,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Hotels, Event Planning & Services",2,positivo,2020
6RQBD,Avis Rent A Car,594 Brandon Town Center Dr,uHNL,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,W2W7,Brandon,"33510, 33511",27.937801,-82.2859247,Florida,"Hotels & Travel, Car Rental",2,positivo,2020
9NZ81,Allegiant Air,14700 Terminal Blvd,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Hotels & Travel, Airlines, Transportation",2,negativo,2020
JLZP3,Florida Eco-Adventures,Null,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Rafting/Kayaking, Paddleboarding, Tours, Active Life, Summer Camps, Hotels & Travel",4,positivo,2020
KDEWB,Country Inn & Suites By Radisson St. Petersburg - Clearwater,8050 US Hwy 19N,1U8v,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,SJ01,Pinellas Park,33781,27.8428025,-82.6995443,Florida,"Event Planning & Services, Hotels, Hotels & Travel, Bed & Breakfast",2.5,positivo,2020
VN8VT,Cleawater Lake Tarpon KOA,37061 US Hwy 19 N,Zhuo,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,IKXB,Palm Harbor,"34683, 34684",28.0780718,-82.7637127,Florida,"Campgrounds, Hotels & Travel",3.5,negativo,2020
Y53KP,Florida Cane Distillery,1820 N 15th St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Distilleries, Local Flavor, Hotels & Travel, Tours, Education, Food, Tasting Classes, Beer, Wine & Spirits, Cocktail Bars, Nightlife, Bars",5,positivo,2020
9XZVE,Fitzgerald's Countryside Subaru,27365 US Hwy 19 N,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Automotive, Car Rental, Auto Parts & Supplies, Auto Repair, Hotels & Travel, Car Dealers, Used Car Dealers",4,positivo,2020
8P4TS,"Fenway Hotel, Autograph Collection",453 Edgewater Drive,AE6H,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,L2T6,Dunedin,34698,28.0197404,-82.7717684,Florida,"Hotels & Travel, Hotels, Venues & Event Spaces, Event Planning & Services",4,positivo,2020
6Z4HM,Extended Stay America - Tampa - North Airport,5401 Beaumont Ctr. Blvd. East,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels, Event Planning & Services, Hotels & Travel",1.5,negativo,2020
8G581,Fairfield Inn & Suites by Marriott Tampa Westshore/Airport,2215 N Lois Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Event Planning & Services, Hotels, Venues & Event Spaces",4,positivo,2020
LI7SK,Fairfield Inn & Suites by Marriott Tampa Wesley Chapel,2650 Lajuana Boulevard,j5qg,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,CQ72,Wesley Chapel,"33543, 33544",28.240527,-82.3272551,Florida,"Venues & Event Spaces, Hotels, Hotels & Travel, Event Planning & Services",3.5,negativo,2020
EUZ1O,Fairfield Inn & Suites by Marriott Tampa North,12260 Morris Bridge Rd,4d4r,Hillsborough,33617,27.9967,-82.4381,10h4,Temple Terrace,33617,28.035,-82.383,Florida,"Event Planning & Services, Hotels, Hotels & Travel",2.5,positivo,2020
9XMIA,Fairfield Inn & Suites by Marriott St Petersburg North,2575 54th Ave North,L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33701,27.7671271,-82.6384451,Florida,"Hotels, Event Planning & Services, Venues & Event Spaces, Hotels & Travel",3.5,positivo,2020
O8OAY,Fairfield Inn & Suites by Marriott Clearwater Beach,650 Bay Esplanade,O4uN,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,EXHF,Clearwater Beach,33767,27.972065,-82.8285877,Florida,"Hotels & Travel, Event Planning & Services, Hotels",4,negativo,2020
Z69KI,Fairfield Inn & Suites Tampa Fairgrounds/Casino,6720 Lakeview Center Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Hotels & Travel, Hotels",3,positivo,2020
OD7U0,Fairfield Inn & Suites Holiday Tarpon Springs,3060 US Highway 19,D1CU,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,DVM9,Holiday,"34690, 34691",28.18779,-82.7395454,Florida,"Hotels, Event Planning & Services, Hotels & Travel, Venues & Event Spaces",3.5,positivo,2020
TMSBH,Clearwater Fun Boat,"25 Causeway Blvd, SLIP  19",UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Tours, Hotels & Travel, Boat Tours",4.5,positivo,2020
TD5JE,Fairfield Inn & Suites Clearwater,3070 Gulf To Bay Blvd,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Hotels & Travel, Event Planning & Services, Hotels",4,positivo,2020
IDIME,Delta Sky Club,"4100 George J Bean Pkwy, Concourse E, Gate 68",W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Airport Lounges, Bars, Nightlife, Hotels & Travel, Travel Services",4,positivo,2020
FJSAU,Dayton Andrews Dodge Chrysler Jeep Ram,2301 34th St N,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Car Rental, Automotive, Body Shops, Hotels & Travel, Car Dealers",2,positivo,2020
1UWC7,Clearwater Marine Aquarium,249 Windward Passage,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Local Services, Aquariums, Active Life, Summer Camps, Hotels & Travel, Parks, Community Service/Non-Profit, Boat Tours, Tours",3,positivo,2020
DU0IR,Compass Grille,5300 Gulf Blvd,2BPR,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,emDA,St Pete Beach,33706,27.7428134,-82.7504542,Florida,"Restaurants, Hotels, Steakhouses, Hotels & Travel, Event Planning & Services, American (New), Seafood",3,positivo,2020
89HCG,Comfort Suites Tampa - Brandon,9932 E Adamo Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Hotels & Travel, Hotels",3,negativo,2020
DHAXI,Airside A - TPA,4100 George J Bean Pkwy,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Airport Terminals, Hotels & Travel, Restaurants, Airports",4,positivo,2020
D6NQJ,Comfort Suites Clearwater - Dunedin,1941 Edgewater Drive,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Event Planning & Services, Hotels & Travel, Hotels",2.5,positivo,2020
B3STQ,Comfort Inn Plant City - Lakeland,2003 South Frontage Rd,Rbq6,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,7QXG,Plant City,"33563, 33566",28.0186323,-82.1128641,Florida,"Hotels, Event Planning & Services, Hotels & Travel",2.5,positivo,2020
Y00AL,Comfort Inn & Suites Northeast - Gateway,"875 - 94th Ave, North",vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Hotels, Event Planning & Services, Hotels & Travel",4,positivo,2020
2OFXO,Coconut Inn,113 11th Ave,2BPR,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,emDA,St. Pete Beach,33706,27.7428134,-82.7504542,Florida,"Hotels, Event Planning & Services, Hotels & Travel",4,positivo,2020
PO5JG,Club Wyndham Clearwater Beach,110 Coronado Dr,O4uN,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,EXHF,Clearwater Beach,33767,27.972065,-82.8285877,Florida,"Vacation Rentals, Event Planning & Services, Hotels, Resorts, Hotels & Travel",3.5,positivo,2020
PMLHX,Delux Inn,1735 Gulf To Bay Blvd,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Hotels, Hotels & Travel, Event Planning & Services",3,positivo,2020
D6LGE,Carnival Cruise Lines,651 Channelside Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Tours, Arts & Entertainment",2.5,positivo,2020
OU7WA,Cracker Country,4800 US Hwy 301 N,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Arts & Entertainment, Tours, Historical Tours, Museums, Hotels & Travel",5,positivo,2021
ROVPN,Edge Hotel,505 S Gulfview Blvd,O4uN,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,EXHF,Clearwater Beach,33767,27.972065,-82.8285877,Florida,"Event Planning & Services, Hotels & Travel, Hotels, Resorts, Venues & Event Spaces",3,positivo,2021
Z6U5R,Ace Rent A Car,5405 Airport Service Rd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Car Rental",2,positivo,2021
2WJ9V,Admiral's Club,Null,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Food, Beer, Wine & Spirits, Airports, Hotels & Travel, Airport Lounges, Nightlife, Bars",3.5,positivo,2021
KUFWE,Airport Direct,"4707 140th Ave N, Ste 207",UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Hotels & Travel, Transportation, Airport Shuttles",3.5,positivo,2021
DHAXI,Airside A - TPA,4100 George J Bean Pkwy,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Airport Terminals, Hotels & Travel, Restaurants, Airports",4,positivo,2021
838KU,Alamo Rent A Car,5405 Airport Service Rd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Car Rental, Hotels & Travel",3.5,positivo,2021
T5NXZ,Alaska Airlines,"4100 George J Bean Pkwy, Ste 2221",W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Transportation, Hotels & Travel, Airlines",2.5,positivo,2021
3CQ1U,Albert Whitted Municipal Airport,107 8th Ave SE,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Hotels & Travel, Airports",4.5,positivo,2021
9NZ81,Allegiant Air,14700 Terminal Blvd,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Hotels & Travel, Airlines, Transportation",2,negativo,2021
8H0ON,AAA Palm Harbor,32050 US Highway 19 N,Zhuo,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,IKXB,Palm Harbor,"34683, 34684",28.0780718,-82.7637127,Florida,"Hotels & Travel, Automotive, Travel Services, Roadside Assistance, Local Services, Community Service/Non-Profit",3,positivo,2021
URNLT,AC Hotel by Marriott Tampa Airport,4020 West Boy Scout Boulevard,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Venues & Event Spaces, Hotels, Event Planning & Services, Hotels & Travel",4.5,positivo,2021
XY8OY,Blue Moon Inn,2920 Alternate 19 N,AE6H,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,L2T6,Dunedin,34698,28.0197404,-82.7717684,Florida,"Vacation Rentals, RV Parks, Hotels & Travel, Hotels, Campgrounds, Event Planning & Services",4.5,positivo,2021
42UMS,Blue Waters Treasure Island,8105 W Gulf Blvd,fOTb,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,dEd9,Treasure Island,33706,27.7691937,-82.7689906,Florida,"Hotels & Travel, Vacation Rentals, Event Planning & Services, Hotels",4,positivo,2021
TMSBH,Clearwater Fun Boat,"25 Causeway Blvd, SLIP  19",UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Tours, Hotels & Travel, Boat Tours",4.5,positivo,2021
1UWC7,Clearwater Marine Aquarium,249 Windward Passage,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Local Services, Aquariums, Active Life, Summer Camps, Hotels & Travel, Parks, Community Service/Non-Profit, Boat Tours, Tours",3,positivo,2021
VN8VT,Cleawater Lake Tarpon KOA,37061 US Hwy 19 N,Zhuo,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,IKXB,Palm Harbor,"34683, 34684",28.0780718,-82.7637127,Florida,"Campgrounds, Hotels & Travel",3.5,negativo,2021
PO5JG,Club Wyndham Clearwater Beach,110 Coronado Dr,O4uN,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,EXHF,Clearwater Beach,33767,27.972065,-82.8285877,Florida,"Vacation Rentals, Event Planning & Services, Hotels, Resorts, Hotels & Travel",3.5,positivo,2021
