id_centros_educacion,centros_educacion
5C4YC,winthrop charter school
97OUH,meadowlane primary school
XZBP5,meadowlane intermediate school
JTU7C,central middle school
UONWB,trinity education complex
VL4EO,homestead middle school
9JKOH,university of tampa west campus
ZSEFO,kingswood montessori school
9Y7V4,ortega elementary school
ZGYJM,saint marks episcopal day school
J0RS0,veterans elementary school
9C828,pasco county south compound bus services
5SF08,odessa elementary school
PZTNA,fort pierce magnet school of the arts
C5JYL,johnson middle school
OD45T,saint petersburg college - tarpon springs campus
XC363,hudson education complex
EO8IL,fivay high school
TEMWG,ridgeview elementary school
RXRYW,ridgeview high school
86MIF,mcrae elementary school
WM50V,green cove springs junior high school
RMX96,charles e bennett elementary school
EO7HI,saint petersburg college gibbs campus
DLPFE,3rd street south
F7RL4,jean o'dell learning center
OS6WB,cardinal boulevard
JK2GF,ronald mcnair middle school
WONW1,concorde career institiute -orlando
NLLM7,lively technical college
Y7MF5,cypress creek education complex
GDQUQ,pasco high school
V2KJ2,sunlake education complex
EI629,wesley chapel education complex
LEGOQ,zephyrills education complex
4VESI,millennial christian school
9XWLH,crystal river primary school
FQ3O4,bayonet point education complex
C9DW3,1163
L409E,centennial education complex
FHAVA,acclaim academy
TVXSL,pembroke pines elementary school
HRHG7,andover middle school
KUKI8,beachland elementary school
XY5RD,emerson elementary school
JVKPA,the bright days preschool
3NYBU,booker t washington senior high school
260E1,discovery oaks elementary
X0IR8,409
ZTECS,palm bay elementary
8FZ22,south elementary school
Y5J06,osceola middle school
IIWB4,everglades elementary school
PHA8D,yearling middle school
HUWZW,north elementary school
XZ5YG,okeechobee achievement academy
DOSP8,seminole elementary school
0TBTR,indian river state college dixon-hendry campus
6U605,potter's house christian academy
ORI7R,suncoast elementary school
7PIYT,normandy school
OZMVX,fountain west boulevard
ACVQE,upson school
OSIFO,pasco elementary school
2CM41,saint paul pre-school
XINMO,merrivale loop
FKR8F,mittye p. locke early learning academy
SDANC,sunray elementary school
77LXF,gulf trace elementary school
0Y0D8,gulfside elementary
7PIFO,deer park elementary school
T37VC,cotee river elementary school
HYVE9,gulf middle school
BJVBO,james m marlow elementary school
5VFDL,southwest 14th street
658GO,potters house christian academy high school
O6YZY,west zephyrhills elementary school
STAEF,cox elementary school
8LN3S,san antonio elementary school
JJJ62,lacoochee elementary school
VRJAW,moon lake elementary school
3X3IQ,mary giella elementary school
O0BYI,crews lake middle school
7UWME,shady hills elementary school
28RFO,pasco middle school
PJXBT,wiregrass elementary school
APHFL,double branch elementary school
SGLPZ,quail hollow elementary school
TPXCS,cypress elementary school
RAAB2,anclote elementary school
NKCNB,trinity oaks elementary school
GB972,lake myrtle elementary school
64ZZU,denham oaks elementary school
JYQ97,seven oaks elementary school
ABWPZ,berryhill elementary school
1W5TK,yates elementary school
R20U0,westside elementary school
YKINF,deltona elementary school
A7N4K,powell middle school
QI102,floyd elementary school
LKC4D,chocachatti elementary school
H98AR,brooksville elementary school
HCQL8,eastside elementary school
8TRNK,melrose elementary school
T00C1,lakeland senior high school
6U6A8,lime street elementary school
9TSH2,wahneta elementary school
XSMMW,pinewood elementary school
569TP,1632
550I1,eagle lake elementary school
JNM60,valleyview elementary school
225DN,5300
EBAKK,highlands grove elementary school
S847V,james weldon johnson college preparatory middle school
0XLMH,ramona boulevard school
FDX6P,oscar j pope elementary school
NYA33,fort meade middle / senior high school
MNVIF,lewis anna woodbury elementary school
K75SI,cleveland court elementary school
HHOCQ,southwest elementary school
47SFE,dundee elementary school
MLH6G,osceola high school
EY6NO,loughman oaks elementary school
3LMVO,eastside elementary school
HB642,southwest 17th street
8LQYF,the playhouse and biltmore school
0WQF3,sylvania heights elementary school
7MYSL,florida education institute
C960L,waverly acadamy
YCVWX,25th avenue northwest
IE06R,fairlawn elementary school
F7354,pea ridge elementary school
ZXW25,east milton elementary school
SX2LX,central high school
ZH3LS,west hernando middle school
SWATS,pine grove elementary school
O9IFH,kids community college southeast
K4D6M,cedar hills baptist christian school
D98B1,starkey ranch k-8 school
JRA1K,florida memorial university nathan w collier library
6HSCB,16050
BHNBT,abundant life christian academy
XUMI2,hammocks boulevard
Z6I9O,coral glades high school
A50AX,67th avenue
P3IWO,west elementary school
BFE10,desoto high school
YFIN2,graceville elementary school
IZXX4,the baptist college of florida
A87QL,grand ridge high school
FHY9P,cross creek boulevard
C2QZS,all saints academy
GM74K,oak avenue
QKRL6,bell elementary school
C9J8S,beulah academy of science
1MBYE,chiefland elementary school
KRHMS,wimauma elementary school
CVED0,seminole state college - oviedo campus
1GEVK,red bug elementary school
04IEJ,tuskawilla road
7NJVJ,summerfield crossings elementary school
7Y5BP,seven springs elementary school
04NQC,genesis school
YU4R7,trinity elementary school
TY0H0,mount hope drive
DLL99,herbert cambridge elementary school
BD9H0,lavern gaynor elementary school
QM2B1,shadowlawn elementary school
MIIZ9,airport pulling road
AAOXK,10th avenue southeast
BT8T6,veterans memorial elementary school
9T10B,pinecrest north preparatory
E1IXM,estates elementary school
3DC6Y,calusa park elementary school
LX96Y,sea gate elementary school
LMU3Z,saint john neumann high school
5F1B7,golden terrace elementary school
3HZWS,golden gate elementary school
1WGCI,oakridge middle school
7T3N8,north naples middle school
OFAG9,pelican marsh elementary school
E7K52,pine ridge middle school
PS1RL,bishop larkin catholic school
LFHJG,1251
PFA2V,gulf drive
73GUU,achieve center of new port richey
3D76V,open door school
31KDA,the red apple adult training center
4RTQ0,trinity college of florida
LYSQA,teen challenge international
H4XC5,3500
LFR12,dixie m hollins senior high school
0WKS6,pinellas park middle school
199TQ,pinellas central elementary school
QXP1C,venice middle school
M41VJ,2288
BXVLB,spring park school
7DZI1,lake buena vista high school
ZJQJL,chumuckla elementary school
SQQ49,oriole beach elementary school
ZP1J4,bennett c russell elementary school
W2GMY,avalon middle school
5Z1AE,12208
EYFGN,spring hill elementary school
2IHYJ,beach boulevard
4USEV,meridian career institute
C0PH9,state college of florida
9J2H3,yulee elementary school
EN1IH,nassau community academy
BG55B,yulee junior high school
OPVQ9,yulee high school
5MIGT,fernandina beach middle school
A2OZK,fernandina beach high school
D2Z0E,university boulevard south
BYKCN,immokalee high school
AU1U0,water spring elementary
YEXKX,pinnacle academy
LFEGP,wells road
IPCMZ,family life care
XWJ83,eletrical training centre
FPH87,pinecastle school
JP9YQ,brown street
XKSK2,the art institute of jacksonville
5PLC5,florida coastal school of law
MTT3S,university christian school
CY3MP,8400
MG1T7,bayberry road
1T8YY,four corners upper school
QV3JT,bryan hall
SBQNH,sneads high school
5QACD,cornerstone learning community
5YF78,paxon school for advanced studies
UJWUO,freedom elementary school
QW679,out of door academy - middle and upper school - lakewood ranch
HE322,saint john's episcopal parish day school
X82IX,bayshore high school
6S3GM,lakewood ranch high school
9MMZJ,zolfo elementary school
5E8TH,tebassa road
AQXMW,sumner high school
EYTCS,dean road
GZKJF,wave street
YCOZC,cypress green lane
RM5GS,imagine schools south vero
7ZMNU,agmac avenue
820JN,saint peter's academy
9ZLIL,master's academy
EI2DW,webster elementary school
G3WH9,south sumter middle school
J3JD0,saint cloud middle school
D1VWE,hickory tree elementary school
4V4VB,spessard holland elementary
4JJKL,oak forest drive south
EXA5Y,clewiston middle school
6ZYA2,clewiston high school
ZYQIV,sarasota military academy prep campus
G5GUZ,royal palm school
Q09T6,southside elementary school
LQ4LV,anthony elementary school
FHGT1,ocala springs elementary school
G66O6,evergreen elementary school
ODMRH,oakcrest elementary school
LQVD6,vanguard high school
FK7HC,fort king middle school
516NQ,wyomina park elementary school
VJ2NA,sparr elementary school
7JECA,reddick-collier elementary school
BSFWC,north marion high school
A6S2R,south ocala elementary school
07NDH,ward-highlands elementary school
XKN5U,ave maria university
66VXV,donahue academy of ave maria
JAAYV,minneola elementary school
2K3I7,desoto middle school
TMHKQ,memorial elementary school
4YVB4,hardee senior high school
YDQ9Q,north wauchula elementary school
I67UE,forest ridge elementary school
YRIX3,rock crusher elementary school
SCWMA,floral city elementary school
EN7H2,pleasant grove elementary school
HSU9X,citrus high school
HKHXY,hernando elementary school
4P0XX,usf health
RF0II,channelside academy
AWH3P,island village montessori school
Z4NGP,wabasso school
Z072X,liberty magnet elementary school
1O593,montessori school of trinity
54Q9I,martin county school administration
NQU4F,kingsfield elementary
PX16D,west hialeah gardens elementary
497R6,11690
OEG3V,booker high school
SF6HH,wildlight elementary school
BGEM1,18119
BVXKI,royal palm charter school
DYUOZ,pinecrest academy space coast
IZYZI,sunrise elementary school
H0QX8,wedgefield k-8 school
GUOIK,palm avenue
LVLXP,simpson road
8HB58,orange technical college-mid florida campus
HA1AO,westridge middle school
QJ9P7,central florida fire academy
2YQZ3,plato academy
C52YM,athenian academy of pasco
OISKN,gulf highlands elementary school
W2X2R,pal charter school
AV1FI,southeast broadway street
P6DWW,southeast 6th street
8J3N6,bridgewater middle school
BPSP6,imagine school of land o' lakes
UK9O9,sunshine elementary school
K08TF,creative inspiration journey school
EAPEU,harmony high school
8RUEX,pasco-hernando state college - porter campus
GHO70,west merritt avenue
8H3PN,duet avenue
5525T,georgia avenue
GI8HK,south courtenay parkway
TNOTY,saint john vianney catholic school
MJ7BJ,academy at the lakes - lower school
YVQEY,academy at the lakes - mccormick campus
1S60Q,olympia high school
ZA2RZ,bay school
JXOMT,palm beach state college
HG5I7,dune lakes elementary school
NKF0S,full sail university
17NCY,grand park kindergarten/exceptional center
8K76S,gocio elementary school
A5I2F,miami dade college- wolfson campus
LU55J,family christian center school
UC8DE,north 29th street
VIYKA,north county charter elementary school
RPWCU,pizzo k-8 school
3F71T,odyssey junior/senior high
PPW6L,callahan elementary school
NV3N6,west nassau high school
3I9K6,wakulla educational center
VXZ1R,three oaks middle school
BQLG2,three oaks elementary school
ICWYW,pinewoods elementary school
QP6CN,estero high school
79UOT,spring creek elementary school
J68O2,bonita springs elementary school
RVYDD,treeline elementary school
VZU70,allen park elementary school
4A03X,fort myers high school
CLNJ1,franklin park school
5LZDV,jean marie court
VN6XK,tortuga preserve elementary school
9C2RO,harn's marsh middle school
4XTDA,harn's marsh elementary school
91FFV,lehigh elementary school
QBQ28,mirror lakes elementary school
UYRYE,east lee county high school
7G7A6,south fort myers high school
VAE7D,rayma c. page elementary school
FDOEN,myakka river elementary school
EEE8R,vineland elementary school
H0IGZ,la ainger middle school
RSK8G,hector a cafferata elementary school
NOI1E,mariner middle chool
9LHLV,tropic isles elementary school
N5L2A,north fort myers high school
J1UA0,j colin english elementary school
N9J2V,perkins elementary school
9EVZF,lakewood senior high school
2QTNS,disston academy
48XN1,fairmount park elementary school
PACVQ,tyrone middle school
ZBD4K,tyrone elementary school
GELMJ,mount vernon elementary school
D0X1F,new heights elementary school
3FSS0,lealman avenue elementary school
H49H4,pinellas park elementary school
H4S6P,9101
2BH0I,san jose elementary school
6YQLH,curlew creek elementary school
VQDN0,lake saint george elementary school
WI1PO,highland lakes elementary school
7PUU9,palm harbor middle school
DYIJA,ozona elementary school
4EGAK,sutherland elementary school
UK57X,tarpon springs fundamental elementary school
WYPWJ,sunset hills elementary school
XWOR7,lowry elementary school
10K16,deer park elementary school
GGBZ5,walker middle school
4AR1O,walker middle school
V8KIR,nelson elementary school
5DDX3,mintz elementary school
YFG3A,schmidt elementary school
KCZ91,jennings middle school
VSOS7,folsom elementary school
NB1CZ,wharton high school
QS9WL,clark elementary school
E881M,maniscalco elementary school
9YUA1,essrig elementary school
XN6D9,lake butler elementary school
6XEJU,union county high school
Q4BIG,lake butler middle school
Y2L8W,louise s mcinnis elementary school
1PVJY,edith i starke elementary school
1FA9B,woodward avenue elementary school
20DQ7,deland middle school
VOIFT,volusia pines elementary school
O5IMI,galaxy middle school
DNL26,timbercrest elementary school
3TR62,deltona high school
R485B,osteen elementary school
UU7O1,forest lake elementary school
38LAE,enterprise elementary school
KKWZ6,deltona middle school
BKEFJ,hamilton elementary school
F6CVX,orange city elementary school
R4SQH,spirit elementary school
FWEWG,discovery elementary school
8NU4R,timber springs middle school
IDJ7G,eastern florida state college
I7V3R,columbia elementary school
ODC7B,140th avenue north
7PY5H,student leadership academy
PD7TG,davenport high school
AZIIJ,jefferson middle / high school
