id_centros_entretenimiento,centros_entretenimiento,direccion,id_condado,condado,codigo_postal_condado,latitud_condado,longitud_condado,id_ciudad,ciudad,codigo_postal_ciudad,latitud_ciudad,longitud_ciudad,estado,categorias,puntuacion_usuarios,analisis_sentimientos,url_del_negocio,anio,categoria_general,atributo,categoria,ranquing_por_usuario,url
I6LYY,Florida City Cinema,921 N Krome Ave,qkBZ,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,cU3D,Florida City,33034,25.4577236,-80.4777755,Florida,,,positivo,,2024,Entretenimiento,"{'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Food'], 'Amenities': ['Good for kids', 'Restaurant', 'Restroom'], 'Crowd': ['Family-friendly']}","['Drive-in movie theater', 'Restaurant']",4.8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9e77a603bc1a9:0xa0d721fe5123c8f8?authuser=-1&hl=en&gl=us
U599T,Pompano Beach Historical Society and Kester Museums,217 NE 4th Ave,yreP,Broward,"33004, 33301, 33324",26.190096,-80.365865,UNWO,Pompano Beach,33060,26.233739,-80.1207841,Florida,,,positivo,,2024,Entretenimiento,{'Accessibility': ['Wheelchair accessible entrance']},"['Historical society', 'Museum', 'Tourist attraction']",4.4,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9028cdf6384a1:0xb2af3c39660c1118?authuser=-1&hl=en&gl=us
6613K,Levis JCC Phyllis and Harvey Sandler Center for Jewish Life Engagement,21050 95th Ave S,TlCr,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,WDMXZM,Boca Raton,33428,26.3611238,-80.192723,Florida,,,positivo,,2024,Entretenimiento,{'Accessibility': ['Wheelchair accessible entrance']},"['Cultural center', 'Art gallery', 'Performing arts theater']",5,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d91bfd96ab28c3:0x93835950ca9bebcf?authuser=-1&hl=en&gl=us
HDUAE,Miramar Readiness Center,5001 Flamingo Rd,5J53,Broward,"33004, 33301, 33324",26.190096,-80.365865,xMA6,Miramar,33027,25.9618346,-80.3088967,Florida,,,positivo,,2024,Entretenimiento,"{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Restaurant']}",['Army museum'],4.6,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9a5af5ffc41a9:0xb12283887b906ca4?authuser=-1&hl=en&gl=us
NCWFU,Emma Parrish Theatre,301 Julia St,a8P0,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,RBJA,Titusville,32796,28.6112428,-80.808484,Florida,,,positivo,,2024,Entretenimiento,"{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}","['Performing arts theater', 'Movie theater']",4.5,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e0b33360dfbc75:0x6860d1d392a28800?authuser=-1&hl=en&gl=us
TXRE9,Suncoast High School Stadium,1748 Essex Ln,Qg2F,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,t1zd,Riviera Beach,33404,26.778229,-80.0854504,Florida,,,positivo,,2024,Entretenimiento,{'Accessibility': ['Wheelchair accessible entrance']},"['Football Field', 'Sports complex']",4.3,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d8d59d5bdf8121:0x8b8c1f45ba97e1c0?authuser=-1&hl=en&gl=us
UKGV3,Kaleidoscope Theatre,207 E 24th St,c8yh,Bay,"32401, 32405, 32444",30.1805306,-85.684578,99GA,Lynn Haven,32444,30.221929,-85.646903,Florida,,,positivo,,2024,Entretenimiento,"{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids'], 'Payments': ['Checks']}","['Performing arts theater', 'Theater company', 'Theater production']",4.7,https://www.google.com/maps/place//data=!4m2!3m1!1s0x889383abb1c961af:0xded7d7ef84e9d70c?authuser=-1&hl=en&gl=us
PCN6Z,PREDATORY FINS,160 NW 24th St Bay 14,TlCr,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,WDMXZM,Boca Raton,33431,26.371986,-80.088281,Florida,,,positivo,,2024,Entretenimiento,"{'Service options': ['In-store shopping', 'Delivery'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits'], 'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Quick visit'], 'Payments': ['Debit cards', 'Credit cards']}","['Tropical fish store', 'Animal rescue service', 'Aquarium', 'Fish farm', 'Pond fish supplier']",4.7,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d91e2d3c14a681:0xa6d1711503885183?authuser=-1&hl=en&gl=us
AK6DX,Goodlet Theatre,4200 W 8th Ave,gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,33012,25.8603693,-80.2993682,Florida,,,positivo,,2024,Entretenimiento,"{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",['Performing arts theater'],4.8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9baf532154237:0x9929131e6f55c799?authuser=-1&hl=en&gl=us
RDIMN,Habitech Systems,880 Airport Rd STE 110,ABPI,Volusia,"32114, 32127, 32725",29.0279842,-81.0754657,U225,Ormond Beach,32174,29.308789,-81.101441,Florida,,,positivo,,2024,Entretenimiento,Null,"['Security system installer', 'Audio visual consultant', 'Audio visual equipment supplier', 'Home automation company', 'Home theater store', 'Security system supplier', 'Home audio store']",4.9,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e6c2de13ac68bd:0x464536ba1f084274?authuser=-1&hl=en&gl=us
N79F7,South Florida Railway Museum,1300 W Hillsboro Blvd,f0AR,Broward,"33004, 33301, 33324",26.190096,-80.365865,W3YB,Deerfield Beach,33442,26.3169605,-80.1222046,Florida,,,negativo,,2024,Entretenimiento,"{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids', 'Restaurant']}","['Rail museum', 'Tourist attraction']",4.8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d91da1b473363b:0x5f7f7f7f87429d5a?authuser=-1&hl=en&gl=us
IJ01D,Naples Performing Arts Center,5450 YMCA Rd,V1oO,Collier,"34102, 34112, 34120",26.069985,-81.4278984,R3EM,Naples,34109,26.2122913,-81.7657349,Florida,,,neutral,,2024,Entretenimiento,"{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",['Performing arts theater'],4.9,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db1dcdb49f3b69:0xdd47236fe5cef0c4?authuser=-1&hl=en&gl=us
Y7I9H,Santa Fe College Jackson N. Sasser Fine Arts Hall,3000 NW 83 St E-127,ZWir,Alachua,"32601, 32605, 32608",29.6579549,-82.3017728,BX1N,Gainesville,32606,29.681607,-82.43163,Florida,,,positivo,,2024,Entretenimiento,"{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",['Performing arts theater'],4.7,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e8bb761eaeeef3:0xea910183b643f133?authuser=-1&hl=en&gl=us
VMRPE,Shoestring Theatre Inc,380 S Goodwin St,fKGB,Volusia,"32114, 32127, 32725",29.0279842,-81.0754657,I53C,Lake Helen,32744,28.9794789,-81.2446269,Florida,,,positivo,,2024,Entretenimiento,"{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",['Movie theater'],4.8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7198f167db0d3:0x19c8573c0aff7266?authuser=-1&hl=en&gl=us
4ORC1,Patrick F. Culler performing arts center,2450 Cougar Way,7nl7,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,O990,Orlando,32817,28.5772653,-81.2155653,Florida,,,positivo,,2024,Entretenimiento,"{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",['Performing arts theater'],4.9,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e769d0480a163b:0x375b28b9c7c33441?authuser=-1&hl=en&gl=us
LO0TX,Children’s Zoo,12400 SW 152nd St,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33177,25.6116919,-80.401013,Florida,,,positivo,,2024,Entretenimiento,{'Amenities': ['Good for kids']},['Zoo'],4.3,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9c3c8c40250f3:0x772282beb8aba6c6?authuser=-1&hl=en&gl=us
XJ50N,The Pinellas Park Performing Arts Center,4951 78th Ave N,1U8v,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,SJ01,Pinellas Park,33781,27.8437843,-82.7013702,Florida,,,positivo,,2024,Entretenimiento,"{'Accessibility': ['Wheelchair-accessible entrance'], 'Amenities': ['Good for kids']}",['Performing arts theater'],4.6,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2e48e746e027d:0xd380dcf060c30e3a?authuser=-1&hl=en&gl=ae
HNLWS,Theatre Tallahassee,1861 Thomasville Rd,6dAC,Leon,"32301, 32308, 32312",30.4906177,-84.1857115,ML39,Tallahassee,32303,30.4643535,-84.268977,Florida,,,positivo,,2024,Entretenimiento,"{'Accessibility': ['Wheelchair-accessible car park', 'Wheelchair-accessible entrance', 'Wheelchair-accessible seating', 'Wheelchair-accessible toilet'], 'Amenities': ['Toilets', 'Wi-Fi'], 'Payments': ['Debit cards', 'Credit cards']}","['Performing arts theater', 'Non-profit organization']",4.8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88ec5f6216a4a665:0xeca28699f8cd3c24?authuser=-1&hl=en&gl=ae
3CQIF,Jackie Robinson Training Complex,3901 26th St,6DVM,Indian River,"32960, 32963, 32966",27.6947732,-80.543845,QPYU,Vero Beach,32960,27.6430103,-80.4282588,Florida,,,positivo,,2024,Entretenimiento,{'Accessibility': ['Wheelchair-accessible entrance']},"['Sports complex', 'Historical landmark', 'Hotel', 'Tourist attraction']",4.4,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88de5e4c73b4ec35:0x847d98db91d5d9b0?authuser=-1&hl=en&gl=ae
6NUJP,Oviedo Little League,275 King St,7EN1,Seminole,"32707, 32746, 32773",28.7131688,-81.2078164,6MNX,Oviedo,32765,28.6722736,-81.2158889,Florida,,,negativo,,2024,Entretenimiento,{'Accessibility': ['Wheelchair accessible entrance']},"['Little league club', 'Sports complex']",4.4,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e769038bdd946d:0x915dab8e50516a3d?authuser=-1&hl=en&gl=us
LRB5A,Amelia Island Soccer Club,3243 Bailey Rd,iOiY,Nassau,"32034, 32046",30.5927334,-81.8224362,HN6L,Fernandina Beach,32034,30.618431,-81.4674606,Florida,,,positivo,,2024,Entretenimiento,{'Accessibility': ['Wheelchair accessible entrance']},['Sports complex'],4.4,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e4ff7e81e96e53:0x6632af50c6970cd7?authuser=-1&hl=en&gl=us
4CSV5,Pickleplex,26300 Airport Rd,KlZw,Charlotte,"33948, 33952, 33981",26.8946009,-81.909826,RZP5,Punta Gorda,33950,26.9248142,-82.0172719,Florida,,,positivo,,2024,Entretenimiento,{'Accessibility': ['Wheelchair accessible entrance']},['Sports complex'],4.8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db5990a159332d:0x6b13ed9a6f4d4c54?authuser=-1&hl=en&gl=us
B0Z3J,Boardwalk Bowl Entertainment Center,10749 E Colonial Dr,7nl7,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,O990,Orlando,32817,28.5709591,-81.2294082,Florida,,,positivo,,2024,Entretenimiento,"{'Accessibility': ['Wheelchair-accessible car park', 'Wheelchair-accessible entrance'], 'Offerings': ['Food']}","['Bowling alley', 'Recreation center', 'Sports complex', 'Video arcade']",4.5,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e76621efad608d:0x7882302156a921fc?authuser=-1&hl=en&gl=ae
JXH2P,Woodlea Sports Complex,2770 Woodlea Rd,QkLl,Lake,"32757, 32778, 34748",28.702847,-81.7787021,LWB4,Tavares,32778,28.7904687,-81.7561415,Florida,,,neutral,,2024,Entretenimiento,{'Accessibility': ['Wheelchair accessible entrance']},['Sports complex'],4.2,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e79621d0737b2b:0x223729ed136668ba?authuser=-1&hl=en&gl=us
X3BO1,Cedar Key State Park- Museum,12231 SW 166th Ct,Ebrb,Levy,"32621, 32696",29.3178545,-82.820974,HIQ0,Cedar Key,32625,29.1505644,-83.0479755,Florida,,,neutral,,2024,Entretenimiento,"{'Accessibility': ['Wheelchair-accessible entrance'], 'Amenities': ['Good for kids']}","['State park', 'Local history museum', 'Museum', 'Park', 'Tourist attraction']",4.2,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e9a8ce6d16788d:0x821f667b6a3ca336?authuser=-1&hl=en&gl=kr
5T3K6,Sample-McDougald House Preservation Society,450 NE 10th St,yreP,Broward,"33004, 33301, 33324",26.190096,-80.365865,UNWO,Pompano Beach,33060,26.2402319,-80.1197824,Florida,,,positivo,,2024,Entretenimiento,"{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom'], 'Amenities': ['Good for kids', 'Restroom', 'Restaurant']}","['Museum', 'Tourist attraction']",4.6,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9029520f7665f:0x8129f3fed58ea436?authuser=-1&hl=en&gl=us
Q611L,Great Explorations Children's Museum,1925 4th St N,L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33704,27.7903628,-82.6379247,Florida,,,positivo,,2024,Entretenimiento,"{'Highlights': ['Play area'], 'Accessibility': ['Wheelchair-accessible car park', 'Wheelchair-accessible entrance', 'Wheelchair-accessible lift', 'Wheelchair-accessible toilet'], 'Amenities': ['Good for kids', 'Toilets', 'Restaurant'], 'Crowd': ['Family friendly']}","[""Children's museum"", 'Preschool', 'Summer camp', 'Tourist attraction']",4.4,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2e165711d23df:0xd459cd8a1692ff2e?authuser=-1&hl=en&gl=kr
020H6,CMX Cinemas Countryside 12 (Formerly Cobb Theatres),27001 US Hwy 19 N #2100,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,33761,28.0169269,-82.7348998,Florida,,,positivo,,2024,Entretenimiento,"{'Accessibility': ['Assisted listening devices', 'Wheelchair-accessible car park', 'Wheelchair-accessible entrance', 'Wheelchair-accessible lift', 'Wheelchair-accessible seating', 'Wheelchair-accessible toilet'], 'Offerings': ['Food'], 'Amenities': ['Good for kids', 'Stadium seating', 'Toilets'], 'Crowd': ['Family friendly']}",['Movie theater'],4.4,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2f2007fa30843:0x8da5fec426cdf887?authuser=-1&hl=en&gl=kr
UN3T9,AMC Regency 24,9451 Regency Square Blvd,IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,32225,30.3269945,-81.5548534,Florida,,,positivo,,2024,Entretenimiento,"{'Highlights': ['3D movies'], 'Accessibility': ['Wheelchair-accessible car park', 'Wheelchair-accessible entrance', 'Wheelchair-accessible lift', 'Wheelchair-accessible seating', 'Wheelchair-accessible toilet'], 'Offerings': ['Food'], 'Amenities': ['Good for kids']}",['Movie theater'],4.4,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5b48c85d84731:0x53024b5610092402?authuser=-1&hl=en&gl=kr
BYND0,Ebenezer Family Farm,6200 SW 122nd Ave,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33183,25.709537,-80.391311,Florida,,,positivo,,2024,Entretenimiento,{'Accessibility': ['Wheelchair-accessible entrance']},"['Farm', 'Childrens farm', ""Children's party service"", 'Event venue', 'Pony ride service', 'Zoo']",4.7,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9c09705f77051:0xaf2988f199ea11c6?authuser=-1&hl=en&gl=kr
5A23J,Holiday Joe,2.72221E+14,3Oh6,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,LVYL,Winter Garden,34787,28.554371,-81.6133681,Florida,,,positivo,,2024,Entretenimiento,"{'Amenities': ['Good for kids', 'Restaurant']}",['Museum'],4.8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7857e233a0649:0x8f97d2f4bd1f5308?authuser=-1&hl=en&gl=us
AZQF2,St Lucie County Regional History Center,414 Seaway Dr,7cQT,St. Lucie,"34952, 34983, 34986",27.3225563,-80.543845,P2TF,Fort Pierce,34949,27.4595435,-80.3164848,Florida,,,positivo,,2024,Entretenimiento,"{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids', 'Restaurant']}","['Heritage museum', 'History museum', 'Museum']",4.7,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88def103af62beff:0x4497ac73491c80e2?authuser=-1&hl=en&gl=us
QWRSM,Tampa Bay Mineral & Science,10207 Fisher Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,33619,27.9583579,-82.332743,Florida,,,positivo,,2024,Entretenimiento,"{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Restaurant']}",['Science museum'],4.9,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2ceefc3d10d91:0x2806a0dc882dc541?authuser=-1&hl=en&gl=us
EESLU,Howard Park Tennis Center,824 Newark St,WpVu,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,AT0H,West Palm Beach,33401,26.7037062,-80.060652,Florida,,,positivo,,2024,Entretenimiento,{'Accessibility': ['Wheelchair accessible entrance']},"['Tennis court', 'Sports complex']",4.4,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d8d65d9c79681b:0xf5fe5aaba48f74f8?authuser=-1&hl=en&gl=us
KINLI,FUNTANiA ORLANDO - Family Entertainment Center,6802 Grand National Dr SUITE #6845,7nl7,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,O990,Orlando,32819,28.4636409,-81.457062,Florida,,,negativo,,2024,Entretenimiento,"{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids', 'Restaurant']}","['Amusement center', 'Amusement park', 'Amusement park ride', 'Cafe', ""Children's amusement center"", ""Children's party service"", 'Event venue', 'Ice skating rink', 'Video arcade']",4.3,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77f301cf7c701:0x1d298395530bc11d?authuser=-1&hl=en&gl=us
I3VFP,Winter Haven City Tennis Center,209 Ave F NW,Htfu,Polk,"33801, 33813, 33880",27.8617347,-81.6911559,GI94,Winter Haven,33881,28.0279451,-81.7299404,Florida,,,positivo,,2024,Entretenimiento,{'Accessibility': ['Wheelchair accessible entrance']},"['Tennis court', 'Sports complex']",4.9,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd12dde4ec20e9:0xcd0a29bf27bc24f6?authuser=-1&hl=en&gl=us
ZFOTV,Soccer City,2400 NW 110th Ave,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33172,25.7958469,-80.3746566,Florida,,,positivo,,2024,Entretenimiento,{'Accessibility': ['Wheelchair-accessible entrance']},"['Soccer field', 'Sports complex']",4.6,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9beb702231521:0x3f74b7c12543f9c3?authuser=-1&hl=en&gl=ae
LY3NG,Aquatic N Exotic Inc.,1525 SE Luckhardt St,CzGE,Martin,"34994, 34997, 34957",27.0804935,-80.4103957,J1VX,Stuart,34994,27.169526,-80.231657,Florida,,,negativo,,2024,Entretenimiento,"{'Service options': ['In-store shopping', 'Delivery'], 'Health and safety': ['Staff required to disinfect surfaces between visits'], 'Accessibility': ['Wheelchair-accessible entrance'], 'Planning': ['Quick visit']}","['Aquarium shop', 'Pet store', 'Pet supply store', 'Reptile store']",4.5,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dedda9d0e56d49:0x8a3137d7d023edb2?authuser=-1&hl=en&gl=ae
AYJRR,Miami Children's Museum,980 MacArthur Causeway,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33132,25.7846994,-80.1765206,Florida,,,positivo,,2024,Entretenimiento,"{'Highlights': ['Live performances'], 'Accessibility': ['Wheelchair-accessible car park', 'Wheelchair-accessible entrance', 'Wheelchair-accessible lift', 'Wheelchair-accessible toilet'], 'Amenities': ['Good for kids', 'Restaurant']}","[""Children's museum"", 'Tourist attraction']",4.5,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b419fd9755a1:0xa7d78d9121ec5196?authuser=-1&hl=en&gl=ae
KALQ2,Florida Children's Theatre,2542B E Sunrise Blvd,QLkh,Broward,"33004, 33301, 33324",26.190096,-80.365865,TDGL,Fort Lauderdale,33304,26.1367376,-80.111846,Florida,,,positivo,,2024,Entretenimiento,"{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}","['Performing arts theater', 'Non-profit organization']",4.3,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d901c57f967717:0x60e6142509e79501?authuser=-1&hl=en&gl=us
0GXHZ,Raptor Airsoft Field and Shop,29540 Fullerville Rd,WVp3,Volusia,"32114, 32127, 32725",29.0279842,-81.0754657,eS3X,DeLand,32720,28.9946911,-81.4662425,Florida,,,positivo,,2024,Entretenimiento,"{'Service options': ['In-store shopping', 'Delivery'], 'Accessibility': ['Wheelchair accessible entrance']}","['Airsoft supply store', 'Adventure sports center', 'Farm', 'Game store', 'Hunting and fishing store', 'Paintball center', 'Paintball store', 'Sports complex', 'Sports equipment rental service', 'Youth club']",3.8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7064e07e15f75:0xbdaad783e0aeff89?authuser=-1&hl=en&gl=us
CZT3F,Kathleen Area Historical Society Heritage Park,8950 N Campbell Rd,bAiC,Polk,"33801, 33813, 33880",27.8617347,-81.6911559,UD7Y,Lakeland,33810,28.163919,-82.011652,Florida,,,positivo,,2024,Entretenimiento,{'Accessibility': ['Wheelchair accessible entrance']},"['Historical society', 'Museum', 'Tourist attraction']",4.6,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd45d9046ad333:0x1bc575b6ba4e8a2f?authuser=-1&hl=en&gl=us
KQL6L,UNF Field House,1 S U N F Dr,IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,32224,30.2793549,-81.5097598,Florida,,,positivo,,2024,Entretenimiento,{'Accessibility': ['Wheelchair accessible entrance']},['Sports complex'],4.8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e44ab63ebfffff:0xb10b1d92dd42b6fc?authuser=-1&hl=en&gl=us
T6HFJ,Noah & Heather Wells Present MAXIMUM MAGIC,10 Harbor Blvd #234,JTXK,Okaloosa,"32536, 32547, 32578",30.5773401,-86.6611083,IVHP,Destin,32541,30.394388,-86.5124718,Florida,,,positivo,,2024,Entretenimiento,"{'Highlights': ['Active military discounts'], 'Amenities': ['Good for kids']}","['Magician', 'Entertainer', 'Magic store', 'Theater company']",4.7,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88938f530d2503b9:0x9438692d369a7413?authuser=-1&hl=en&gl=us
5TK6J,Paladium Night Club Sports Bar & Lounge,5688 W Sample Rd,Vjkj,Broward,"33004, 33301, 33324",26.190096,-80.365865,Rvxg,Margate,33073,26.2711162,-80.2009101,Florida,,,positivo,,2024,Entretenimiento,{'Service options': ['Delivery']},"['Night club', 'Banquet hall', 'Concert hall', 'Event planner', 'Event venue', 'Lounge', 'Restaurant', 'Sports bar']",3.4,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d91b4ce0696b0f:0x7e2e490c17a75360?authuser=-1&hl=en&gl=us
